,id,name,symbol,slug,num_market_pairs,date_added,max_supply,circulating_supply,total_supply,platform,cmc_rank,price,volume_24h,percent_change_1h,percent_change_24h,percent_change_7d,market_cap
0,1,Bitcoin,BTC,bitcoin,9747,2013-04-28T00:00:00.000Z,21000000.0,18596825.0,18596825.0,,1,36879.86458253049,79448280993.27394,-4.17062327,-9.46465197,12.83371557,685848387665.0176
1,1027,Ethereum,ETH,ethereum,5947,2015-08-07T00:00:00.000Z,,114200383.749,114200383.749,,2,1196.9983573740908,39319995693.84445,-5.53344223,-7.43029936,22.44748487,136697671759.04381
2,825,Tether,USDT,tether,9889,2015-02-25T00:00:00.000Z,,24271812724.63423,24781627122.352524,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xdac17f958d2ee523a2206206994597c13d831ec7'}",3,0.9997187185141,134166239392.56393,-0.04581214,-0.22123527,-0.02321609,24264985513.08556
3,52,XRP,XRP,xrp,684,2013-08-04T00:00:00.000Z,100000000000.0,45404028640.0,99990831162.0,,4,0.30253658734287,9538568560.57993,-4.77453503,-9.3124901,32.80259709,13736379876.36353
4,2,Litecoin,LTC,litecoin,749,2013-04-28T00:00:00.000Z,84000000.0,66245617.91134237,66245617.91134237,,5,164.49360496246763,12313763963.138248,-4.04883725,-7.70801626,3.45372559,10896980503.20292
5,1831,Bitcoin Cash,BCH,bitcoin-cash,597,2017-07-23T00:00:00.000Z,21000000.0,18600862.5,18600862.5,,6,577.0025795228595,17837637595.15741,-5.21779231,1.45963002,36.77813572,10732745643.850025
6,2010,Cardano,ADA,cardano,224,2017-10-01T00:00:00.000Z,45000000000.0,31112484646.0,45000000000.0,,7,0.2939519771667,3840855330.981973,-3.8287162,-11.48875535,36.12299981,9145576376.260298
7,6636,Polkadot,DOT,polkadot-new,113,2020-08-19T00:00:00.000Z,,898568228.5270436,1032627446.2180135,,8,8.90970671200315,1606672155.7106168,-4.45422408,-9.87907572,-12.95517417,8005979376.90018
8,1975,Chainlink,LINK,chainlink,434,2017-09-20T00:00:00.000Z,1000000000.0,400509556.4344444,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x514910771af9ca656af840dff83e8264ecf986ca'}",9,15.4340334817186,2869087329.4910264,-4.87616757,-15.48519997,9.39818466,6181477903.757481
9,512,Stellar,XLM,stellar,337,2014-08-05T00:00:00.000Z,50001806812.0,22034677781.0723,50001803558.87172,,10,0.27105314145618,1846200889.335163,-6.41571408,-14.0299539,87.8883422,5972568633.534336
10,1839,Binance Coin,BNB,binance-coin,467,2017-07-25T00:00:00.000Z,176406561.0,144406560.9,176406560.9,,11,41.17169051427699,668025581.7438761,-3.28496605,-7.63162085,-1.26303075,5945462233.605892
11,3408,USD Coin,USDC,usd-coin,656,2018-10-08T00:00:00.000Z,,4715343409.93791,4800302148.143765,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48'}",12,1.00016715998651,1912822460.0720637,0.01413658,0.0311512,0.04294958,4716131626.678705
12,3602,Bitcoin SV,BSV,bitcoin-sv,219,2018-11-09T00:00:00.000Z,21000000.0,18621782.89423905,18621782.89423905,,13,238.85925651291504,4014349888.000507,-6.30160831,-17.96346349,36.28249187,4447985217.062859
13,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,94,2019-01-30T00:00:00.000Z,21000000.0,115710.93990667,115710.93990667,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599'}",14,36977.23035332168,203233954.0418896,-3.63704002,-9.05581919,12.81670157,4278670079.3282986
14,328,Monero,XMR,monero,186,2014-05-21T00:00:00.000Z,,17809857.87504328,17809857.87504328,,15,175.30105549350637,2331138960.471788,-7.29615266,16.86490424,24.0884298,3122086883.6844234
15,1765,EOS,EOS,eos,474,2017-07-01T00:00:00.000Z,,939365991.9654,1026066003.3362,,16,2.93246946098295,8546471783.602796,-5.46772525,-22.84609756,1.28778972,2754662084.1244903
16,1958,TRON,TRX,tron,483,2017-09-13T00:00:00.000Z,,71659657369.49,100850743811.66246,,17,0.03168776981868,2115261947.8238819,-3.9840374,-11.68979246,0.46317713,2270734728.0098753
17,873,NEM,XEM,nem,101,2015-04-01T00:00:00.000Z,8999999999.0,8999999999.0,8999999999.0,,18,0.22211940747004,126107771.46157175,-5.6025174,-8.81518729,7.41260566,1999074667.0082405
18,2011,Tezos,XTZ,tezos,163,2017-10-06T00:00:00.000Z,,756406591.33214,756406591.33214,,19,2.61057822365212,597135553.4882126,-6.40513647,-6.77947163,18.27811202,1974658575.5586128
19,2416,THETA,THETA,theta,42,2018-01-17T00:00:00.000Z,1000000000.0,1000000000.0,1000000000.0,,20,1.88909359270697,109668218.6110281,-5.28157719,-9.03623689,-12.75477875,1889093592.70697
20,1376,Neo,NEO,neo,273,2016-09-08T00:00:00.000Z,100000000.0,70538831.0,100000000.0,,21,24.15576858860029,2061680978.8095994,-3.13643186,8.65596487,46.93118968,1703919678.1463842
21,3635,Crypto.com Coin,CRO,crypto-com-coin,103,2018-12-14T00:00:00.000Z,100000000000.0,22620091322.86759,100000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b'}",22,0.07438337538464,91358685.8117946,-4.48598485,-12.0672272,25.34832923,1682558744.103698
22,3077,VeChain,VET,vechain,120,2017-08-22T00:00:00.000Z,86712634466.0,64315576989.0,86712634466.0,,23,0.02584147796814,426072456.75031066,-5.01864785,-11.6217242,-0.69153574,1662009565.7694554
23,7083,Uniswap,UNI,uniswap,179,2020-09-17T00:00:00.000Z,1000000000.0,269772719.6729146,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1f9840a85d5af5bf1d1762f925bdaddc4201f984'}",24,5.79145662524154,2300877626.4834685,-3.80052038,-9.04708984,5.41414314,1562377004.65913
24,2586,Synthetix,SNX,synthetix-network-token,154,2018-03-14T00:00:00.000Z,212424133.0,110519344.85591938,211692890.57050416,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f'}",25,13.36581703051464,319480363.4947933,-6.25621733,-2.56854238,34.65773607,1477181341.6765678
25,7278,Aave,AAVE,aave,142,2020-10-02T00:00:00.000Z,16000000.0,12116900.20501971,16000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9'}",26,118.07844748719162,521953549.9456339,-6.53968397,-0.55248643,18.40669914,1430744764.5659614
26,4943,Dai,DAI,multi-collateral-dai,355,2019-11-22T00:00:00.000Z,,1423718805.7936702,1423718831.6138153,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6b175474e89094c44da98b954eedeac495271d0f'}",27,0.99943082184611,467235995.0432865,-0.03742171,-0.19154688,-0.15626331,1422908456.1521301
27,1518,Maker,MKR,maker,182,2017-01-29T00:00:00.000Z,1005577.0,996262.07543772,996262.07543772,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2'}",28,1393.3324000296086,599970565.2477313,-8.4044939,-16.66974089,107.81923177,1388124228.6281176
28,131,Dash,DASH,dash,355,2014-02-14T00:00:00.000Z,18900000.0,9914023.0544371,9914023.0544371,,29,137.9778784054589,3484735374.721651,-7.07244948,17.31964283,52.64582174,1367915867.5140386
29,3957,UNUS SED LEO,LEO,unus-sed-leo,26,2019-05-21T00:00:00.000Z,,999498892.9,999498892.9,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3'}",30,1.33160328135497,18599274.27760321,-0.49850549,-0.48387748,-1.51519826,1330936005.4962997
30,3794,Cosmos,ATOM,cosmos,163,2019-03-14T00:00:00.000Z,,208607830.07656,266392433.07656,,31,6.26127575636959,778687472.7911997,-3.13263268,-6.78256578,4.82908776,1306151149.0472322
31,2700,Celsius,CEL,celsius,24,2018-05-18T00:00:00.000Z,,238863519.826,695658160.967,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d'}",32,5.18899780467498,24796050.24598712,-5.22350969,-3.95883959,-19.63050531,1239462279.9940524
32,74,Dogecoin,DOGE,dogecoin,279,2013-12-15T00:00:00.000Z,,127887184033.46365,127887184033.46365,,33,0.00954332482434,447073752.494847,-3.40405472,-7.05067344,-4.91488094,1220468938.1014917
33,4687,Binance USD,BUSD,binance-usd,324,2019-09-20T00:00:00.000Z,,1160873594.95,1160873594.95,"{'id': 1839, 'name': 'Binance Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'BUSD-BD1'}",34,1.0001,2707196501.8585415,0.020002,-0.009998,0.01,1160989682.309495
34,1720,IOTA,MIOTA,iota,66,2017-06-13T00:00:00.000Z,2779530283.0,2779530283.0,2779530283.0,,35,0.40291039741683,84662087.4439072,-5.83775462,-10.60858966,27.59630158,1119901650.955644
35,2502,Huobi Token,HT,huobi-token,178,2018-02-03T00:00:00.000Z,,200076194.2544121,500000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6f259637dcd74c767781e37bc6133cd6a68aa161'}",36,5.54029947038723,479894133.1440662,-0.38797225,7.09694044,12.54578269,1108482033.064812
36,2280,Filecoin,FIL,filecoin,80,2017-12-13T00:00:00.000Z,2000000000.0,44584205.0,44584205.0,,37,22.71076012443104,443937487.4476552,-3.67205052,0.84006599,3.7051535,1012541185.093459
37,2135,Revain,REV,revain,21,2017-11-01T00:00:00.000Z,,85061485689.83401,85061485689.83401,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2ef52Ed7De8c5ce03a4eF0efbe9B7450F2D7Edc9'}",38,0.01164572590526,7150166.67246057,-0.1329028,-0.30467634,-0.08999179,990602747.4380027
38,1321,Ethereum Classic,ETC,ethereum-classic,286,2016-07-24T00:00:00.000Z,210700000.0,116313299.0,116313299.0,,39,8.47797672356718,3777542412.905698,-5.38867272,0.51100354,29.16138986,986101441.5633097
39,1437,Zcash,ZEC,zcash,269,2016-10-29T00:00:00.000Z,21000000.0,10882925.0,10882925.0,,40,89.46035485603852,2341868120.674496,-7.15326027,11.17325042,50.15449037,973590332.371653
40,5864,yearn.finance,YFI,yearn-finance,214,2020-07-18T00:00:00.000Z,30000.0,29968.79055082,30000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e'}",41,31874.707538054812,759161649.924856,-6.93327157,-13.54454094,30.73298939,955246434.0766081
41,5426,Solana,SOL,solana,28,2020-04-10T00:00:00.000Z,488630611.0,261900783.67876032,488630611.0,,42,3.35003536588407,61299489.65825508,-3.48380056,-1.16002552,51.30931502,877376887.6766005
42,4195,FTX Token,FTT,ftx-token,37,2019-07-31T00:00:00.000Z,,94346957.5237492,345219293.59097695,"{'id': 1839, 'name': 'Binance Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'FTT-F11'}",43,8.88101511750121,29653990.57227781,-4.87583855,-8.29276814,27.64061531,837896756.0586612
43,5692,Compound,COMP,compound,172,2020-06-16T00:00:00.000Z,10000000.0,4432057.03735821,10000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc00e94cb662c3520282e6f5717214004a7f26888'}",44,184.49614297877196,390141932.4645268,-6.24003084,-3.01531226,21.69699652,817697428.8545128
44,2469,Zilliqa,ZIL,zilliqa,115,2018-01-25T00:00:00.000Z,21000000000.0,10829452193.588524,14120919346.588524,,45,0.07059878682124,153561754.26931083,-4.53752996,-10.03478323,1.87435525,764546186.8059661
45,1168,Decred,DCR,decred,58,2016-02-10T00:00:00.000Z,21000000.0,12470954.19565441,12470954.19565441,,46,51.99794192171738,22718789.75635683,-7.77970873,-13.70663202,7.53251046,648463951.9740357
46,1274,Waves,WAVES,waves,154,2016-06-02T00:00:00.000Z,,104030896.0,104030896.0,,47,6.17327749847169,211845947.25529695,-4.99628147,-2.30882856,8.63616905,642211589.4226485
47,6892,Elrond,EGLD,elrond-egld,21,2020-09-04T00:00:00.000Z,31415926.0,16649809.7691179,20979592.0,,48,35.55942449184008,80748750.05201831,-2.15243413,-5.37705841,29.43154502,592057653.2884493
48,5034,Kusama,KSM,kusama,53,2019-12-12T00:00:00.000Z,,8470098.05726206,9651217.45126206,,49,67.059164717006,105843988.18199359,-5.76345223,-4.7512497,-6.94788434,567997700.791129
49,4030,Algorand,ALGO,algorand,124,2019-06-20T00:00:00.000Z,,1212382084.415471,10000000000.0,,50,0.4398070307458,241816990.9949119,-5.04508515,-12.40208243,-0.51584618,533214164.6761722
50,6758,SushiSwap,SUSHI,sushiswap,122,2020-08-28T00:00:00.000Z,0.0,127244443.0,182221192.0058864,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",51,4.17377532253307,378429535.5760976,-5.47724189,-12.9178404,18.465236,531089716.1228658
51,5617,UMA,UMA,uma,77,2020-05-25T00:00:00.000Z,101172570.0,55506670.91264081,101131301.79860722,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828'}",52,9.11374282055128,22609301.99206636,-4.2799591,-7.02175143,6.25031231,505873523.5227828
52,2566,Ontology,ONT,ontology,144,2018-03-08T00:00:00.000Z,1000000000.0,805646909.0,1000000000.0,,53,0.62546994637787,372414187.35797787,-5.94703932,-4.79232963,21.42888014,503907928.9717267
53,1808,OMG Network,OMG,omg,267,2017-07-14T00:00:00.000Z,140245399.0,140245398.24513277,140245398.24513277,,54,3.40355866419366,572362403.6486802,-5.83057737,-9.71924807,10.74757356,477333440.31051195
54,5805,Avalanche,AVAX,avalanche,40,2020-07-13T00:00:00.000Z,720000000.0,76937055.27646953,360000000.0,,55,6.17752324111913,86628084.20381135,-6.47635983,-16.73664921,74.74076921,475280447.0736577
55,5777,renBTC,RENBTC,renbtc,23,2020-06-28T00:00:00.000Z,13698.0,12741.40625216,12741.40625216,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xeb4c2781e4eba804ce9a9803c67d0893436bb27d'}",56,36842.94598053581,36300083.70563702,-3.85407549,-9.42420811,12.24773818,469430942.2643922
56,1567,Nano,NANO,nano,60,2017-03-06T00:00:00.000Z,133248298.0,133248297.197,133248297.197,,57,3.11474929358097,77236315.30408806,-3.31327859,-13.18389557,88.96252617,415035039.56522286
57,3897,OKB,OKB,okb,62,2019-04-30T00:00:00.000Z,,60000000.0,300000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x75231f58b43240c9718dd58b4967c5114342a86c'}",58,6.85192306187614,246514645.79467374,-2.8333793,-6.9561962,-9.34607273,411115383.7125684
58,109,DigiByte,DGB,digibyte,107,2014-02-06T00:00:00.000Z,21000000000.0,13927832923.462543,13927832923.462543,,59,0.02922377020908,26837926.54717798,-2.72074405,-7.07206444,-5.50162993,407023788.86572826
59,1934,Loopring,LRC,loopring,93,2017-08-30T00:00:00.000Z,1374513896.0,1209835912.8854754,1374513861.4692945,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xbbbbca6a901c926f240b89eacb641d8aec7aeafd'}",60,0.33317937512697,99507088.6439047,-6.7815462,-14.50868838,33.52446702,403092373.46134996
60,4172,Terra,LUNA,terra-luna,35,2019-07-26T00:00:00.000Z,,484944711.704158,994471292.872828,,61,0.82237513228537,30432643.69345243,-2.96502637,-0.60972621,25.95615228,398806471.43879753
61,6719,The Graph,GRT,the-graph,83,2020-12-17T00:00:00.000Z,10000000000.0,1245666867.0,0.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc944e90c64b2c07662a292be6244bdf05cda44a7'}",62,0.31019949133001,161318473.41310245,-5.40569863,-13.03786718,2.4460908,386405228.51004726
62,3964,Reserve Rights,RSR,reserve-rights,65,2019-05-24T00:00:00.000Z,100000000000.0,9349998999.99994,100000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8762db106b2c2a0bccb3a80d1ed41273552616e8'}",63,0.04065234589513,214113160.82452902,-5.89833713,-15.92114243,20.09075439,380099393.4671172
63,3718,BitTorrent,BTT,bittorrent,143,2019-01-31T00:00:00.000Z,,989962958561.3989,990000000000.0,"{'id': 1958, 'name': 'Tron', 'symbol': 'TRX', 'slug': 'tron', 'token_address': '1002000'}",64,0.00038028038666,111361685.17428848,-8.18242265,-13.64579496,15.54893877,376463496.66080636
64,1697,Basic Attention Token,BAT,basic-attention-token,257,2017-06-01T00:00:00.000Z,,1499780869.4324162,1500000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0d8775f648430679a709e98d2b0cb6250d2887ef'}",65,0.24741684888709,290574148.9145939,-4.64770788,-12.8783901,11.49233451,371071056.7361086
65,1896,0x,ZRX,0x,246,2017-08-16T00:00:00.000Z,1000000000.0,749924324.1778203,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe41d2489571d322189246dafa5ebde1f4699f498'}",66,0.48905999289131,205373915.77784342,-7.91984064,-11.8067993,21.03662964,366757984.6514253
66,2099,ICON,ICX,icon,69,2017-10-27T00:00:00.000Z,,581225617.1970903,800460000.0,,67,0.60494664012664,70336589.4767859,-5.2154066,-13.18263543,24.82214886,351610484.27891237
67,2694,Nexo,NEXO,nexo,44,2018-05-01T00:00:00.000Z,1000000000.0,560000011.0,1000000000.0,"{'id': 1839, 'name': 'Binance Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'NEXO-A84'}",68,0.60600889005211,9675952.26828961,-3.22546868,-5.02950361,-0.61905552,339364985.0952794
68,2539,Ren,REN,ren,117,2018-02-21T00:00:00.000Z,1000000000.0,884917075.1867337,999999632.80375,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x408e41876cccdc0f92210600ef50372656052a38'}",69,0.38426690478952,116164596.79584645,-7.13585159,-12.21015273,16.24036918,340044345.47740114
69,4847,Blockstack,STX,blockstack,7,2019-10-28T00:00:00.000Z,2048913388.0,739781894.219817,973705260.219817,,70,0.4473006747316,7211143.53430933,-5.87204779,-11.99722552,-6.71247431,330904940.4387453
70,6535,NEAR Protocol,NEAR,near-protocol,19,2020-08-11T00:00:00.000Z,1000000000.0,196911019.0,1000000000.0,,71,1.69162593553254,47144942.24170865,-1.88029481,-6.64057578,14.34643599,333099786.7325408
71,1684,Qtum,QTUM,qtum,202,2017-05-24T00:00:00.000Z,107822406.0,97545663.6605668,103065084.0,,72,3.27831547869924,1013415977.764049,-5.25004477,-5.22093624,31.65179919,319785459.05842614
72,4642,Hedera Hashgraph,HBAR,hedera-hashgraph,42,2019-09-17T00:00:00.000Z,,6762218169.0,50000000000.0,,73,0.04652715944857,56527547.20415603,-6.7062397,-9.46046922,40.51670452,314626802.9750801
73,4779,HUSD,HUSD,husd,53,2019-10-15T00:00:00.000Z,,298661630.79849315,298661630.79849315,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xdf574c24545e5ffecb9a659c229253d4111d87e1'}",74,1.00068575070301,157463534.0405213,0.0391508,-0.00248527,0.31383433,298866438.22177535
74,2563,TrueUSD,TUSD,trueusd,238,2018-03-06T00:00:00.000Z,,275031536.94,275031536.94,"{'id': 1839, 'name': 'Binance Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'TUSDB-888'}",75,0.99961039974201,140916919.76639283,-0.06677257,0.00609365,-0.00750837,274924384.5822528
75,5567,Celo,CELO,celo,21,2020-05-22T00:00:00.000Z,1000000000.0,124447717.0,1000000000.0,,76,2.1150010482828,7333163.3470768,-1.14322197,-7.21615146,45.14600962,263207051.9114012
76,2499,SwissBorg,CHSB,swissborg,7,2018-02-02T00:00:00.000Z,,932687844.814276,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xba9d4199fab4f26efe3551d490e3821486f135ba'}",77,0.28055299595665,3389801.04846076,-4.44699307,-9.50125811,4.584016,261668369.1549962
77,3330,Paxos Standard,PAX,paxos-standard,184,2018-09-27T00:00:00.000Z,,244951954.49426377,249952064.83,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8e870d67f660d95d5be530380d0ec0bd388289e1'}",78,1.00004495410684,188165604.86626956,0.00069296,0.36710505,-0.11769618,244962966.09059674
78,1698,Horizen,ZEN,horizen,52,2017-06-01T00:00:00.000Z,21000000.0,10639506.25,10639506.25,,79,21.81443707086043,100450906.92973089,2.49986494,37.04591288,61.56112471,232094839.55565122
79,693,Verge,XVG,verge,44,2014-10-25T00:00:00.000Z,16555000000.0,16417119343.363379,16417119343.363379,,80,0.0141855238574,14295503.735106,-2.32854991,-10.29874813,52.89863218,232885438.11506423
80,2083,Bitcoin Gold,BTG,bitcoin-gold,73,2017-10-23T00:00:00.000Z,21000000.0,17513923.589,17513923.589,,81,13.08892146070098,235497481.9862683,-9.21259737,-0.81313472,47.01249012,229238370.32513925
81,1042,Siacoin,SC,siacoin,49,2015-08-26T00:00:00.000Z,,45286222992.0,45286222992.0,,82,0.00507315636866,31106330.16918059,4.16025064,-2.73412123,14.73224858,229744090.58442172
82,4157,THORChain,RUNE,thorchain,26,2019-07-23T00:00:00.000Z,,158432088.34333336,500000000.0,"{'id': 1839, 'name': 'Binance Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'RUNE-B1A'}",83,1.37082317259044,21664380.71526093,-6.37206678,-15.54939061,-7.47966646,217182377.98293713
83,1982,Kyber Network,KNC,kyber-network,139,2017-09-24T00:00:00.000Z,226000000.0,201317421.37369192,210325273.09255603,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xdd974d5c2e2928dea5f71b9825b8b646686bd200'}",84,1.09093183877147,81126468.62552336,-4.66430569,-10.04613548,27.97494376,219623584.67593256
84,1104,Augur,REP,augur,86,2015-10-27T00:00:00.000Z,,11000000.0,11000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1985365e9f78359a9B6AD760e32412f4a445E862'}",85,19.4892924015567,45678231.8675167,-5.87058033,-4.25799811,15.43987045,214382216.4171237
85,5830,NXM,NXM,nxm,42,2020-07-20T00:00:00.000Z,,5801350.10492685,6707046.89776088,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd7c49cee7e9188cca6ad8ff264c1da2e69d4cf3b'}",86,35.74751326620339,26051166.053687,-6.25372984,4.58220894,21.93952437,207383839.837763
86,5268,Energy Web Token,EWT,energy-web-token,8,2020-03-28T00:00:00.000Z,100000000.0,30062138.0,48638535.4433,,87,6.66461181120428,1487717.39612344,-4.27262899,-13.62340408,5.20775066,200352479.984853
87,4056,Ampleforth,AMPL,ampleforth,60,2019-06-28T00:00:00.000Z,395345189.6,220578072.61014086,375781624.15708846,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd46ba6d942050d489dbd938a2c909a5d5039a161'}",88,0.89759820710045,19783648.7838428,-2.71368059,-13.26014806,-23.34978033,197990482.5005353
88,3155,Quant,QNT,quant,26,2018-08-10T00:00:00.000Z,14612493.0,12072738.0,14612493.08082618,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4a220e6096b25eadb88358cb44068a3248254675'}",89,16.10108435197714,5516616.21774677,-4.9838252,-6.93130973,48.98273519,194384172.8973198
89,1759,Status,SNT,status,89,2017-06-28T00:00:00.000Z,,3470483788.0,6804870174.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x744d70fdbe2ba4cf95131626614a1763df805b9e'}",90,0.05393409757347,58479880.52625528,-8.44396046,-13.10391269,46.77852804,187177411.2491378
90,4023,Bitcoin BEP2,BTCB,bitcoin-bep2,14,2019-06-18T00:00:00.000Z,,5022.47172444,9001.0,"{'id': 1839, 'name': 'Binance Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'BTCB-1DE'}",91,36643.56403748885,2078226.42863336,-2.75455407,-7.98964773,21.3328561,184041264.2609942
91,7129,TerraUSD,UST,terrausd,22,2020-09-21T00:00:00.000Z,0.0,185078443.180614,185078443.180614,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa47c8bf37f92aBed4A126BDA807A7b7498661acD'}",92,0.99753912677425,16168677.94892344,-0.43205534,-0.68528878,-0.59149754,184622988.59512734
92,2222,Bitcoin Diamond,BCD,bitcoin-diamond,30,2017-11-24T00:00:00.000Z,210000000.0,186492897.953,189492897.953,,93,0.97043239069741,97554429.6721829,-5.22863241,28.13590419,94.08738268,180978748.80861792
93,4679,Band Protocol,BAND,band-protocol,107,2019-09-18T00:00:00.000Z,,20494032.51749998,100000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xba11d00c5f74255f56a5e366f4f77f5a186d7f55'}",94,8.75136452228084,197618252.12460825,-4.69907684,-15.58710348,31.56082705,179350749.0921192
94,3911,Ocean Protocol,OCEAN,ocean-protocol,44,2019-05-06T00:00:00.000Z,1410000000.0,419026836.7678136,613099141.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x967da4048cd07ab37855c090aaf366e4ce1b9f48'}",95,0.41850958078796,40499732.54247008,-4.46010207,-10.88989604,4.99256358,175366745.79460263
95,1214,Lisk,LSK,lisk,60,2016-04-06T00:00:00.000Z,,126896503.2690566,142905792.0,,96,1.35218872685214,18868216.25836562,-4.65216394,-11.65307775,12.72013636,171588021.19737408
96,3437,ABBC Coin,ABBC,abbc-coin,33,2018-10-12T00:00:00.000Z,1500000000.0,844142124.7713796,1500000000.0,,97,0.20268645275704,54763825.66615848,-4.66543856,-11.79135286,-4.68989942,171096172.8927016
